Id,DocNumber,TxnDate,DueDate,Period,Entity,EntityName,CustomerRef_value,CustomerRef_name,CustomerIndustry,ItemRef_value,ItemRef_name,Sku,Description,Qty,UnitPrice,IncomeAccountNum,IncomeAccountName,ServiceLine,CurrencyRef_value,CurrencyRef_name,ExchangeRate,TotalAmt,TotalAmtUSD,Balance,Status,SalesTermRef_name,PaymentDate,DaysToPay,DaysOutstanding,BillEmail_Address,BillAddr_Line1,BillAddr_City,BillAddr_Country,PrintStatus,EmailStatus,PrivateNote,domain,sparse,SyncToken
5164,1164,2024-12-06,2025-01-05,2024-12,APX,Apex Warehousing LLC,2031,Marlowe Print Group,Media,4010,Warehousing - Pallet Positions,WHS-STOR-PAL,Warehousing - Pallet Positions - 2024-12,2,19478.58,4030,Revenue - Warehousing & Storage,Warehousing & Storage,USD,US Dollar,1.0,38957.16,38957.16,0.0,Paid,Net 30,2025-01-22,47,,aisha.roberts@marloweprintgroup.com,"7682 Cedar Ln, Suite 568",Kansas City,USA,NotSet,EmailSent,,QBO,False,0
5165,1165,2025-01-10,2025-02-24,2025-01,MLG,Meridian Logistics LLC,2001,Vantage Consumer Brands,CPG,4017,Last Mile Delivery Program,LM-DEL-ST,Last Mile Delivery Program - 2025-01,3,53106.32,4060,Revenue - Last Mile Delivery,Last Mile Delivery,USD,US Dollar,1.0,159318.96,159318.96,0.0,Paid,Net 45,2025-02-26,47,,angela.nowak@vantageconsumerbrands.com,"7611 Oak Ave, Suite 587",Memphis,USA,NotSet,EmailSent,,QBO,False,0
5166,1166,2025-01-25,2025-02-24,2025-01,MLG,Meridian Logistics LLC,2002,Ironbridge Manufacturing,Industrial,4000,Freight Brokerage - Standard,FRT-BRK-STD,Freight Brokerage - Standard - 2025-01,3,47632.54,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,142897.62,142897.62,0.0,Paid,Net 30,2025-03-21,55,,lena.sandoval@ironbridgemanufacturing.com,"5482 Oak Ave, Suite 181",Columbus,USA,NotSet,EmailSent,,QBO,False,0
5167,1167,2025-01-10,2025-01-25,2025-01,MLG,Meridian Logistics LLC,2006,Kestrel Auto Components,Automotive,4021,Freight Bill Audit & Pay,SVC-AUDIT,Freight Bill Audit & Pay - 2025-01,3,28798.88,4090,Revenue - Software & Data Services,Software & Data Services,USD,US Dollar,1.0,86396.64,86396.64,0.0,Paid,Net 15,2025-01-22,12,,nora.vasquez@kestrelautocomponents.com,"4140 Industrial Pkwy, Suite 748",Newark,USA,NotSet,EmailSent,,QBO,False,0
5168,1168,2025-01-17,2025-03-03,2025-01,MLG,Meridian Logistics LLC,2008,Halcyon Beverage Co,Beverage,4021,Freight Bill Audit & Pay,SVC-AUDIT,Freight Bill Audit & Pay - 2025-01,3,23777.13,4090,Revenue - Software & Data Services,Software & Data Services,USD,US Dollar,1.0,71331.39,71331.39,0.0,Paid,Net 45,2025-03-07,49,,rachel.mensah@halcyonbeverageco.com,"9866 Terminal Way, Suite 792",Dallas,USA,NotSet,EmailSent,,QBO,False,0
5169,1169,2025-01-28,2025-03-29,2025-01,MLG,Meridian Logistics LLC,2013,Summit Medical Supply,Healthcare,4008,LTL Consolidation - Lane Program,LTL-CON-LN,LTL Consolidation - Lane Program - 2025-01,3,25372.43,4020,Revenue - LTL Consolidation,LTL Consolidation,USD,US Dollar,1.0,76117.29,76117.29,0.0,Paid,Net 60,2025-04-10,72,,rachel.whitfield@summitmedicalsupply.com,"3309 Terminal Way, Suite 763",Atlanta,USA,NotSet,EmailSent,,QBO,False,0
5170,1170,2025-01-28,2025-02-27,2025-01,MLG,Meridian Logistics LLC,2017,Onyx Packaging Systems,Packaging,4017,Last Mile Delivery Program,LM-DEL-ST,Last Mile Delivery Program - 2025-01,1,55223.5,4060,Revenue - Last Mile Delivery,Last Mile Delivery,USD,US Dollar,1.0,55223.5,55223.5,0.0,Paid,Net 30,2025-03-23,54,,nora.kowalczyk@onyxpackagingsystems.com,"7811 Commerce Dr, Suite 219",Phoenix,USA,NotSet,EmailSent,,QBO,False,0
5171,1171,2025-01-07,2025-02-06,2025-01,MLG,Meridian Logistics LLC,2023,Atlas Bearing Works,Industrial,4017,Last Mile Delivery Program,LM-DEL-ST,Last Mile Delivery Program - 2025-01,3,17296.68,4060,Revenue - Last Mile Delivery,Last Mile Delivery,USD,US Dollar,1.0,51890.04,51890.04,0.0,Paid,Net 30,2025-02-17,41,,claire.ashworth@atlasbearingworks.com,"1081 Commerce Dr, Suite 448",Dallas,USA,NotSet,EmailSent,,QBO,False,0
5172,1172,2025-01-11,2025-02-25,2025-01,CFS,Cascade Freight Systems Inc,2003,Northline Grocers Co-op,Grocery,4003,Intermodal Rail Program,SVC-RAIL,Intermodal Rail Program - 2025-01,2,56933.89,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,113867.78,113867.78,0.0,Paid,Net 45,2025-02-23,43,,nora.moreau@northlinegrocerscoop.com,"2276 Commerce Dr, Suite 756",Memphis,USA,NotSet,EmailSent,,QBO,False,0
5173,1173,2025-01-14,2025-01-29,2025-01,CFS,Cascade Freight Systems Inc,2007,Redstone Building Supply,Construction,4006,Dedicated Fleet - Monthly Contract,DED-FLT-MO,Dedicated Fleet - Monthly Contract - 2025-01,1,62024.52,4010,Revenue - Dedicated Fleet,Dedicated Fleet,USD,US Dollar,1.0,62024.52,62024.52,0.0,Paid,Net 15,2025-02-23,40,,victor.marchetti@redstonebuildingsupply.com,"8435 Commerce Dr, Suite 324",Memphis,USA,NotSet,EmailSent,,QBO,False,0
5174,1174,2025-01-12,2025-02-26,2025-01,CFS,Cascade Freight Systems Inc,2011,Meadowvale Farms,Agriculture,4004,Flatbed & Oversize Transport,SVC-FLAT,Flatbed & Oversize Transport - 2025-01,1,52761.66,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,52761.66,52761.66,52761.66,Open,Net 45,,,534,naomi.kowalczyk@meadowvalefarms.com,"7551 Terminal Way, Suite 176",Charlotte,USA,NeedToPrint,EmailSent,,QBO,False,0
5175,1175,2025-01-08,2025-02-22,2025-01,CFS,Cascade Freight Systems Inc,2015,Copperfield Chemicals,Chemicals,4005,Refrigerated Truckload,SVC-REEF,Refrigerated Truckload - 2025-01,2,22920.55,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,45841.1,45841.1,0.0,Paid,Net 45,2025-03-18,69,,devon.vandermeer@copperfieldchemicals.com,"6069 Commerce Dr, Suite 265",Columbus,USA,NotSet,EmailSent,,QBO,False,0
5176,1176,2025-01-23,2025-02-22,2025-01,CFS,Cascade Freight Systems Inc,2018,Ferrous Metals Trading,Metals,4007,Driver Leasing Program,SVC-DRIVE,Driver Leasing Program - 2025-01,1,50629.76,4010,Revenue - Dedicated Fleet,Dedicated Fleet,USD,US Dollar,1.0,50629.76,50629.76,0.0,Paid,Net 30,2025-03-09,45,,naomi.ellsworth@ferrousmetalstrading.com,"2584 Havenweg, Suite 861",Memphis,USA,NotSet,EmailSent,,QBO,False,0
5177,1177,2025-01-11,2025-02-25,2025-01,CFS,Cascade Freight Systems Inc,2021,Highmark Steel Service,Metals,4004,Flatbed & Oversize Transport,SVC-FLAT,Flatbed & Oversize Transport - 2025-01,1,45899.32,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,45899.32,45899.32,0.0,Paid,Net 45,2025-03-23,71,,claire.vandermeer@highmarksteelservice.com,"9247 Oak Ave, Suite 708",Charlotte,USA,NotSet,EmailSent,,QBO,False,0
5178,1178,2025-01-17,2025-02-16,2025-01,NWC,Northwind Cargo B.V.,2000,Global Retail Partners,Retail,4002,Port Drayage Program,SVC-DRAY,Port Drayage Program - 2025-01,3,41467.79,4000,Revenue - Freight Brokerage,Freight Brokerage,EUR,Euro,1.09,124403.37,135599.67,124403.37,Open,Net 30,,,529,nora.solberg@globalretailpartners.com,"9059 Terminal Way, Suite 304",Antwerp,NLD,NeedToPrint,EmailSent,,QBO,False,0
5179,1179,2025-01-09,2025-02-08,2025-01,NWC,Northwind Cargo B.V.,2004,Vertex Pharma Distribution,Pharma,4001,Freight Brokerage - International,FRT-BRK-INT,Freight Brokerage - International - 2025-01,2,30127.78,4000,Revenue - Freight Brokerage,Freight Brokerage,EUR,Euro,1.09,60255.56,65678.56,0.0,Paid,Net 30,2025-02-09,31,,devon.devereaux@vertexpharmadistribution.com,"1824 Cedar Ln, Suite 759",Antwerp,NLD,NotSet,EmailSent,,QBO,False,0
5180,1180,2025-01-22,2025-03-08,2025-01,NWC,Northwind Cargo B.V.,2009,Cobalt Electronics,Electronics,4015,Customs Entry & Clearance,CUS-ENTRY,Customs Entry & Clearance - 2025-01,1,41983.3,4050,Revenue - Customs & Compliance,Customs & Compliance,EUR,Euro,1.09,41983.3,45761.8,0.0,Paid,Net 45,2025-03-07,44,,owen.marchetti@cobaltelectronics.com,"4170 Cedar Ln, Suite 138",Hamburg,NLD,NotSet,EmailSent,,QBO,False,0
5181,1181,2025-01-19,2025-03-05,2025-01,NWC,Northwind Cargo B.V.,2010,Aurora Textiles Group,Apparel,4020,TMS Platform Subscription,SW-TMS-SEAT,TMS Platform Subscription - 2025-01,2,15567.95,4090,Revenue - Software & Data Services,Software & Data Services,EUR,Euro,1.09,31135.9,33938.13,0.0,Paid,Net 45,2025-03-14,54,,bianca.moreau@auroratextilesgroup.com,"5223 Oak Ave, Suite 555",Hamburg,NLD,NotSet,EmailSent,,QBO,False,0
5182,1182,2025-01-02,2025-02-01,2025-01,NWC,Northwind Cargo B.V.,2014,Polaris Cold Chain,Food,4002,Port Drayage Program,SVC-DRAY,Port Drayage Program - 2025-01,3,12954.9,4000,Revenue - Freight Brokerage,Freight Brokerage,EUR,Euro,1.09,38864.7,42362.52,0.0,Paid,Net 30,2025-02-04,33,,marcus.lindqvist@polariscoldchain.com,"3723 Cedar Ln, Suite 328",Duisburg,NLD,NotSet,EmailSent,,QBO,False,0
5183,1183,2025-01-20,2025-02-04,2025-01,NWC,Northwind Cargo B.V.,2020,Volta Battery Systems,Electronics,4001,Freight Brokerage - International,FRT-BRK-INT,Freight Brokerage - International - 2025-01,3,10023.73,4000,Revenue - Freight Brokerage,Freight Brokerage,EUR,Euro,1.09,30071.19,32777.6,0.0,Paid,Net 15,2025-02-05,16,,bianca.nowak@voltabatterysystems.com,"3100 Cedar Ln, Suite 400",Lyon,NLD,NotSet,EmailSent,,QBO,False,0
5184,1184,2025-01-25,2025-03-26,2025-01,APX,Apex Warehousing LLC,2005,Solstice Home Goods,Retail,4009,Cross-Dock Handling,SVC-CROSS,Cross-Dock Handling - 2025-01,2,37561.08,4020,Revenue - LTL Consolidation,LTL Consolidation,USD,US Dollar,1.0,75122.16,75122.16,0.0,Paid,Net 60,2025-04-05,70,,ingrid.whitfield@solsticehomegoods.com,"7197 Commerce Dr, Suite 618",Columbus,USA,NotSet,EmailSent,,QBO,False,0
5185,1185,2025-01-06,2025-02-05,2025-01,APX,Apex Warehousing LLC,2012,Pinnacle Sports Supply,Retail,4011,Cold Storage - Pallet Positions,WHS-COLD,Cold Storage - Pallet Positions - 2025-01,1,39732.17,4030,Revenue - Warehousing & Storage,Warehousing & Storage,USD,US Dollar,1.0,39732.17,39732.17,0.0,Paid,Net 30,2025-02-07,32,,marcus.okafor@pinnaclesportssupply.com,"9301 Industrial Pkwy, Suite 741",Dallas,USA,NotSet,EmailSent,,QBO,False,0
5186,1186,2025-01-22,2025-02-21,2025-01,APX,Apex Warehousing LLC,2016,Trailhead Outdoor Gear,Retail,4011,Cold Storage - Pallet Positions,WHS-COLD,Cold Storage - Pallet Positions - 2025-01,2,18670.48,4030,Revenue - Warehousing & Storage,Warehousing & Storage,USD,US Dollar,1.0,37340.96,37340.96,0.0,Paid,Net 30,2025-02-22,31,,grant.delacroix@trailheadoutdoorgear.com,"3067 Industrial Pkwy, Suite 158",Seattle,USA,NotSet,EmailSent,,QBO,False,0
5187,1187,2025-01-14,2025-01-29,2025-01,APX,Apex Warehousing LLC,2019,Silverline Appliances,Appliances,4013,Fulfillment - Pick & Pack,FUL-PICK,Fulfillment - Pick & Pack - 2025-01,3,10597.9,4040,Revenue - Fulfillment & Pick-Pack,Fulfillment & Pick-Pack,USD,US Dollar,1.0,31793.7,31793.7,0.0,Paid,Net 15,2025-02-08,25,,naomi.kowalczyk@silverlineappliances.com,"3450 Havenweg, Suite 419",Columbus,USA,NotSet,EmailSent,,QBO,False,0
5188,1188,2025-01-02,2025-01-17,2025-01,APX,Apex Warehousing LLC,2022,Lumina Cosmetics,Beauty,4010,Warehousing - Pallet Positions,WHS-STOR-PAL,Warehousing - Pallet Positions - 2025-01,1,30791.6,4030,Revenue - Warehousing & Storage,Warehousing & Storage,USD,US Dollar,1.0,30791.6,30791.6,0.0,Paid,Net 15,2025-01-03,1,,helena.mendez@luminacosmetics.com,"3400 Havenweg, Suite 247",Atlanta,USA,NotSet,EmailSent,,QBO,False,0
5189,1189,2025-02-02,2025-03-19,2025-02,MLG,Meridian Logistics LLC,2001,Vantage Consumer Brands,CPG,4017,Last Mile Delivery Program,LM-DEL-ST,Last Mile Delivery Program - 2025-02,2,93493.71,4060,Revenue - Last Mile Delivery,Last Mile Delivery,USD,US Dollar,1.0,186987.42,186987.42,0.0,Paid,Net 45,2025-03-19,45,,angela.nowak@vantageconsumerbrands.com,"7611 Oak Ave, Suite 587",Memphis,USA,NotSet,EmailSent,,QBO,False,0
5190,1190,2025-02-02,2025-03-04,2025-02,MLG,Meridian Logistics LLC,2002,Ironbridge Manufacturing,Industrial,4000,Freight Brokerage - Standard,FRT-BRK-STD,Freight Brokerage - Standard - 2025-02,3,48085.38,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,144256.14,144256.14,0.0,Paid,Net 30,2025-03-14,40,,lena.sandoval@ironbridgemanufacturing.com,"5482 Oak Ave, Suite 181",Columbus,USA,NotSet,EmailSent,,QBO,False,0
5191,1191,2025-02-13,2025-02-28,2025-02,MLG,Meridian Logistics LLC,2006,Kestrel Auto Components,Automotive,4021,Freight Bill Audit & Pay,SVC-AUDIT,Freight Bill Audit & Pay - 2025-02,2,45797.82,4090,Revenue - Software & Data Services,Software & Data Services,USD,US Dollar,1.0,91595.64,91595.64,0.0,Paid,Net 15,2025-03-10,25,,nora.vasquez@kestrelautocomponents.com,"4140 Industrial Pkwy, Suite 748",Newark,USA,NotSet,EmailSent,,QBO,False,0
5192,1192,2025-02-12,2025-03-29,2025-02,MLG,Meridian Logistics LLC,2008,Halcyon Beverage Co,Beverage,4021,Freight Bill Audit & Pay,SVC-AUDIT,Freight Bill Audit & Pay - 2025-02,1,77788.7,4090,Revenue - Software & Data Services,Software & Data Services,USD,US Dollar,1.0,77788.7,77788.7,0.0,Paid,Net 45,2025-04-05,52,,rachel.mensah@halcyonbeverageco.com,"9866 Terminal Way, Suite 792",Dallas,USA,NotSet,EmailSent,,QBO,False,0
5193,1193,2025-02-11,2025-04-12,2025-02,MLG,Meridian Logistics LLC,2013,Summit Medical Supply,Healthcare,4008,LTL Consolidation - Lane Program,LTL-CON-LN,LTL Consolidation - Lane Program - 2025-02,1,79933.54,4020,Revenue - LTL Consolidation,LTL Consolidation,USD,US Dollar,1.0,79933.54,79933.54,0.0,Paid,Net 60,2025-04-29,77,,rachel.whitfield@summitmedicalsupply.com,"3309 Terminal Way, Suite 763",Atlanta,USA,NotSet,EmailSent,,QBO,False,0
5194,1194,2025-02-13,2025-03-15,2025-02,MLG,Meridian Logistics LLC,2017,Onyx Packaging Systems,Packaging,4017,Last Mile Delivery Program,LM-DEL-ST,Last Mile Delivery Program - 2025-02,2,28160.62,4060,Revenue - Last Mile Delivery,Last Mile Delivery,USD,US Dollar,1.0,56321.24,56321.24,0.0,Paid,Net 30,2025-03-22,37,,nora.kowalczyk@onyxpackagingsystems.com,"7811 Commerce Dr, Suite 219",Phoenix,USA,NotSet,EmailSent,,QBO,False,0
5195,1195,2025-02-09,2025-03-11,2025-02,MLG,Meridian Logistics LLC,2023,Atlas Bearing Works,Industrial,4017,Last Mile Delivery Program,LM-DEL-ST,Last Mile Delivery Program - 2025-02,2,26924.56,4060,Revenue - Last Mile Delivery,Last Mile Delivery,USD,US Dollar,1.0,53849.12,53849.12,0.0,Paid,Net 30,2025-03-07,26,,claire.ashworth@atlasbearingworks.com,"1081 Commerce Dr, Suite 448",Dallas,USA,NotSet,EmailSent,,QBO,False,0
5196,1196,2025-02-24,2025-04-10,2025-02,CFS,Cascade Freight Systems Inc,2003,Northline Grocers Co-op,Grocery,4003,Intermodal Rail Program,SVC-RAIL,Intermodal Rail Program - 2025-02,1,128086.99,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,128086.99,128086.99,0.0,Paid,Net 45,2025-04-06,41,,nora.moreau@northlinegrocerscoop.com,"2276 Commerce Dr, Suite 756",Memphis,USA,NotSet,EmailSent,,QBO,False,0
5197,1197,2025-02-11,2025-02-26,2025-02,CFS,Cascade Freight Systems Inc,2007,Redstone Building Supply,Construction,4006,Dedicated Fleet - Monthly Contract,DED-FLT-MO,Dedicated Fleet - Monthly Contract - 2025-02,3,21498.39,4010,Revenue - Dedicated Fleet,Dedicated Fleet,USD,US Dollar,1.0,64495.17,64495.17,0.0,Paid,Net 15,2025-03-14,31,,victor.marchetti@redstonebuildingsupply.com,"8435 Commerce Dr, Suite 324",Memphis,USA,NotSet,EmailSent,,QBO,False,0
5198,1198,2025-02-19,2025-04-05,2025-02,CFS,Cascade Freight Systems Inc,2011,Meadowvale Farms,Agriculture,4004,Flatbed & Oversize Transport,SVC-FLAT,Flatbed & Oversize Transport - 2025-02,2,27490.83,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,54981.66,54981.66,0.0,Paid,Net 45,2025-04-07,47,,naomi.kowalczyk@meadowvalefarms.com,"7551 Terminal Way, Suite 176",Charlotte,USA,NotSet,EmailSent,,QBO,False,0
5199,1199,2025-02-16,2025-04-02,2025-02,CFS,Cascade Freight Systems Inc,2015,Copperfield Chemicals,Chemicals,4005,Refrigerated Truckload,SVC-REEF,Refrigerated Truckload - 2025-02,3,16001.64,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,48004.92,48004.92,0.0,Paid,Net 45,2025-04-23,66,,devon.vandermeer@copperfieldchemicals.com,"6069 Commerce Dr, Suite 265",Columbus,USA,NotSet,EmailSent,,QBO,False,0
5200,1200,2025-02-28,2025-03-30,2025-02,CFS,Cascade Freight Systems Inc,2018,Ferrous Metals Trading,Metals,4007,Driver Leasing Program,SVC-DRIVE,Driver Leasing Program - 2025-02,2,26870.72,4010,Revenue - Dedicated Fleet,Dedicated Fleet,USD,US Dollar,1.0,53741.44,53741.44,0.0,Paid,Net 30,2025-03-23,23,,naomi.ellsworth@ferrousmetalstrading.com,"2584 Havenweg, Suite 861",Memphis,USA,NotSet,EmailSent,,QBO,False,0
5201,1201,2025-02-25,2025-04-11,2025-02,CFS,Cascade Freight Systems Inc,2021,Highmark Steel Service,Metals,4004,Flatbed & Oversize Transport,SVC-FLAT,Flatbed & Oversize Transport - 2025-02,1,52261.07,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,52261.07,52261.07,0.0,Paid,Net 45,2025-05-08,72,,claire.vandermeer@highmarksteelservice.com,"9247 Oak Ave, Suite 708",Charlotte,USA,NotSet,EmailSent,,QBO,False,0
5202,1202,2025-02-18,2025-03-20,2025-02,NWC,Northwind Cargo B.V.,2000,Global Retail Partners,Retail,4002,Port Drayage Program,SVC-DRAY,Port Drayage Program - 2025-02,2,60540.44,4000,Revenue - Freight Brokerage,Freight Brokerage,EUR,Euro,1.09,121080.88,131978.16,0.0,Paid,Net 30,2025-03-19,29,,nora.solberg@globalretailpartners.com,"9059 Terminal Way, Suite 304",Antwerp,NLD,NotSet,EmailSent,,QBO,False,0
5203,1203,2025-02-19,2025-03-21,2025-02,NWC,Northwind Cargo B.V.,2004,Vertex Pharma Distribution,Pharma,4001,Freight Brokerage - International,FRT-BRK-INT,Freight Brokerage - International - 2025-02,2,27912.83,4000,Revenue - Freight Brokerage,Freight Brokerage,EUR,Euro,1.09,55825.66,60849.97,0.0,Paid,Net 30,2025-03-25,34,,devon.devereaux@vertexpharmadistribution.com,"1824 Cedar Ln, Suite 759",Antwerp,NLD,NotSet,EmailSent,,QBO,False,0
5204,1204,2025-02-21,2025-04-07,2025-02,NWC,Northwind Cargo B.V.,2009,Cobalt Electronics,Electronics,4015,Customs Entry & Clearance,CUS-ENTRY,Customs Entry & Clearance - 2025-02,1,41398.31,4050,Revenue - Customs & Compliance,Customs & Compliance,EUR,Euro,1.09,41398.31,45124.16,0.0,Paid,Net 45,2025-04-22,60,,owen.marchetti@cobaltelectronics.com,"4170 Cedar Ln, Suite 138",Hamburg,NLD,NotSet,EmailSent,,QBO,False,0
5205,1205,2025-02-15,2025-04-01,2025-02,NWC,Northwind Cargo B.V.,2010,Aurora Textiles Group,Apparel,4020,TMS Platform Subscription,SW-TMS-SEAT,TMS Platform Subscription - 2025-02,1,35660.75,4090,Revenue - Software & Data Services,Software & Data Services,EUR,Euro,1.09,35660.75,38870.22,0.0,Paid,Net 45,2025-04-07,51,,bianca.moreau@auroratextilesgroup.com,"5223 Oak Ave, Suite 555",Hamburg,NLD,NotSet,EmailSent,,QBO,False,0
5206,1206,2025-02-18,2025-03-20,2025-02,NWC,Northwind Cargo B.V.,2014,Polaris Cold Chain,Food,4002,Port Drayage Program,SVC-DRAY,Port Drayage Program - 2025-02,2,20889.53,4000,Revenue - Freight Brokerage,Freight Brokerage,EUR,Euro,1.09,41779.06,45539.18,0.0,Paid,Net 30,2025-03-21,31,,marcus.lindqvist@polariscoldchain.com,"3723 Cedar Ln, Suite 328",Duisburg,NLD,NotSet,EmailSent,,QBO,False,0
5207,1207,2025-02-21,2025-03-08,2025-02,NWC,Northwind Cargo B.V.,2020,Volta Battery Systems,Electronics,4001,Freight Brokerage - International,FRT-BRK-INT,Freight Brokerage - International - 2025-02,1,35021.14,4000,Revenue - Freight Brokerage,Freight Brokerage,EUR,Euro,1.09,35021.14,38173.04,0.0,Paid,Net 15,2025-03-19,26,,bianca.nowak@voltabatterysystems.com,"3100 Cedar Ln, Suite 400",Lyon,NLD,NotSet,EmailSent,,QBO,False,0
5208,1208,2025-02-17,2025-04-18,2025-02,APX,Apex Warehousing LLC,2005,Solstice Home Goods,Retail,4009,Cross-Dock Handling,SVC-CROSS,Cross-Dock Handling - 2025-02,1,79362.81,4020,Revenue - LTL Consolidation,LTL Consolidation,USD,US Dollar,1.0,79362.81,79362.81,0.0,Paid,Net 60,2025-05-10,82,,ingrid.whitfield@solsticehomegoods.com,"7197 Commerce Dr, Suite 618",Columbus,USA,NotSet,EmailSent,,QBO,False,0
5209,1209,2025-02-08,2025-03-10,2025-02,APX,Apex Warehousing LLC,2012,Pinnacle Sports Supply,Retail,4011,Cold Storage - Pallet Positions,WHS-COLD,Cold Storage - Pallet Positions - 2025-02,3,13358.47,4030,Revenue - Warehousing & Storage,Warehousing & Storage,USD,US Dollar,1.0,40075.41,40075.41,0.0,Paid,Net 30,2025-03-25,45,,marcus.okafor@pinnaclesportssupply.com,"9301 Industrial Pkwy, Suite 741",Dallas,USA,NotSet,EmailSent,,QBO,False,0
5210,1210,2025-02-16,2025-03-18,2025-02,APX,Apex Warehousing LLC,2016,Trailhead Outdoor Gear,Retail,4011,Cold Storage - Pallet Positions,WHS-COLD,Cold Storage - Pallet Positions - 2025-02,3,12543.71,4030,Revenue - Warehousing & Storage,Warehousing & Storage,USD,US Dollar,1.0,37631.13,37631.13,0.0,Paid,Net 30,2025-04-02,45,,grant.delacroix@trailheadoutdoorgear.com,"3067 Industrial Pkwy, Suite 158",Seattle,USA,NotSet,EmailSent,,QBO,False,0
5211,1211,2025-02-28,2025-03-15,2025-02,APX,Apex Warehousing LLC,2019,Silverline Appliances,Appliances,4013,Fulfillment - Pick & Pack,FUL-PICK,Fulfillment - Pick & Pack - 2025-02,1,32054.19,4040,Revenue - Fulfillment & Pick-Pack,Fulfillment & Pick-Pack,USD,US Dollar,1.0,32054.19,32054.19,0.0,Paid,Net 15,2025-04-02,33,,naomi.kowalczyk@silverlineappliances.com,"3450 Havenweg, Suite 419",Columbus,USA,NotSet,EmailSent,,QBO,False,0
5212,1212,2025-02-13,2025-02-28,2025-02,APX,Apex Warehousing LLC,2022,Lumina Cosmetics,Beauty,4010,Warehousing - Pallet Positions,WHS-STOR-PAL,Warehousing - Pallet Positions - 2025-02,2,15058.07,4030,Revenue - Warehousing & Storage,Warehousing & Storage,USD,US Dollar,1.0,30116.14,30116.14,0.0,Paid,Net 15,2025-02-17,4,,helena.mendez@luminacosmetics.com,"3400 Havenweg, Suite 247",Atlanta,USA,NotSet,EmailSent,,QBO,False,0
5213,1213,2025-03-21,2025-05-05,2025-03,MLG,Meridian Logistics LLC,2001,Vantage Consumer Brands,CPG,4017,Last Mile Delivery Program,LM-DEL-ST,Last Mile Delivery Program - 2025-03,1,145158.09,4060,Revenue - Last Mile Delivery,Last Mile Delivery,USD,US Dollar,1.0,145158.09,145158.09,0.0,Paid,Net 45,2025-05-01,41,,angela.nowak@vantageconsumerbrands.com,"7611 Oak Ave, Suite 587",Memphis,USA,NotSet,EmailSent,,QBO,False,0
5214,1214,2025-03-21,2025-04-20,2025-03,MLG,Meridian Logistics LLC,2002,Ironbridge Manufacturing,Industrial,4000,Freight Brokerage - Standard,FRT-BRK-STD,Freight Brokerage - Standard - 2025-03,2,53883.0,4000,Revenue - Freight Brokerage,Freight Brokerage,USD,US Dollar,1.0,107766.0,107766.0,0.0,Paid,Net 30,2025-04-30,40,,lena.sandoval@ironbridgemanufacturing.com,"5482 Oak Ave, Suite 181",Columbus,USA,NotSet,EmailSent,,QBO,False,0
5215,1215,2025-03-07,2025-03-22,2025-03,MLG,Meridian Logistics LLC,2006,Kestrel Auto Components,Automotive,4021,Freight Bill Audit & Pay,SVC-AUDIT,Freight Bill Audit & Pay - 2025-03,1,68750.12,4090,Revenue - Software & Data Services,Software & Data Services,USD,US Dollar,1.0,68750.12,68750.12,0.0,Paid,Net 15,2025-03-19,12,,nora.vasquez@kestrelautocomponents.com,"4140 Industrial Pkwy, Suite 748",Newark,USA,NotSet,EmailSent,,QBO,False,0
5216,1216,2025-03-10,2025-04-24,2025-03,MLG,Meridian Logistics LLC,2008,Halcyon Beverage Co,Beverage,4021,Freight Bill Audit & Pay,SVC-AUDIT,Freight Bill Audit & Pay - 2025-03,2,27140.0,4090,Revenue - Software & Data Services,Software & Data Services,USD,US Dollar,1.0,54280.0,54280.0,0.0,Paid,Net 45,2025-05-07,58,,rachel.mensah@halcyonbeverageco.com,"9866 Terminal Way, Suite 792",Dallas,USA,NotSet,EmailSent,,QBO,False,0
5217,1217,2025-03-13,2025-05-12,2025-03,MLG,Meridian Logistics LLC,2013,Summit Medical Supply,Healthcare,4008,LTL Consolidation - Lane Program,LTL-CON-LN,LTL Consolidation - Lane Program - 2025-03,1,55683.07,4020,Revenue - LTL Consolidation,LTL Consolidation,USD,US Dollar,1.0,55683.07,55683.07,0.0,Paid,Net 60,2025-05-18,66,,rachel.whitfield@summitmedicalsupply.com,"3309 Terminal Way, Suite 763",Atlanta,USA,NotSet,EmailSent,,QBO,False,0
